taxpayer_pin,taxpayer_name,department,division,station_name,obligation_name,year,total_advance_tax_paid,total_turnover,is_nil_return,variance,estimate
P051858453Y,Seven L General Trading Limited,MST,Compliance,Mombasa North,Income Tax - Company,2021,19680,0.01,N,19679.99,1771.1991
P051401463S,Jacter Kinangop Academy Limited,MST,Compliance,NAIVASHA,Income Tax - Company,2016,20880,1,N,20879,1879.11
P051126825W,MAKUENI COURT LIMITED,MST,Compliance,Machakos,Income Tax - Company,2020,7545,0,N,7545,565.875
P052066650D,Diani Maendeleo Academy,MST,Compliance,DIANI,Income Tax - Company,2021,23760,1,N,23759,2138.31
P051238770M,BRETTCOM LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2019,6480,100,N,6380,574.2
P051319142C,Nabii Enterprises Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2018,66240,4000,N,62240,5601.6
P051192976H,Crown Courier Limited,MST,Compliance,South of Nairobi,Income Tax - Company,2017,10500,0,N,10500,945
P051245278K,ASAHBITO ENTERPRISES LIMITED,MST,Compliance,NAKURU,Income Tax - Company,2023,343800,0,N,343800,30942
P051708233J,EFST FRONTIERS LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2018,3600,0,N,3600,324
P051194871F,JANSONS CONSTRUCTION COMPANY LIMITED,MST,Compliance,Mombasa North,Income Tax - Company,2018,2400,0,N,2400,216
P051945874C,Pacma Ventures Limited,MST,Compliance,Thika,Income Tax - Company,2021,22500,1,N,22499,2024.91
P051408331A,ME CORPORATION LIMITED,MST,Compliance,DIANI,Income Tax - Company,2017,4800,0,N,4800,432
P051512311K,ECO AGRIBUSINESS LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2024,5000,1,N,4999,449.91
P051209164H,Kimunge Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2021,20880,0.01,N,20879.99,1879.1991
P051717463S,H.s.b General Trading Limited,MST,Compliance,Mombasa North,Income Tax - Company,2021,7920,1,N,7919,712.71
P051140106A,Brainston Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2024,51600,2500,N,49100,4419
P051394425A,Gauri Enterprises Limited,MST,Compliance,KERUGOYA,Income Tax - Company,2021,15000,1,N,14999,1349.91
P051187727F,BT HOLDINGS LIMITED,MST,Compliance,South of Nairobi,Income Tax - Company,2016,9915,2,N,9913,892.17
P051129885Q,SAYARE RADIO& TELEVISION NETWORK,MST,Compliance,Eldoret,Income Tax - Partnership,2016,2400,1,N,2399,215.91
P051302492A,Kenkal Ships And General Contractors Limited,MST,Compliance,Mombasa North,Income Tax - Company,2016,97200,1,N,97199,8747.91
P051623314S,Sarejoh General Enterprise Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2017,31785,0,N,31785,2860.65
P051591096K,LABOQUIP LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2019,15000,1,N,14999,1349.91
P051222892E,PRIORITY DEVELOPMENT COMPANY LIMITED,MST,Compliance,South of Nairobi,Income Tax - Company,2018,7350,0,N,7350,661.5
P051187386Z,Rock Fellowship Ministries,MST,Compliance,West of Nairobi,Income Tax - Company,2019,33120,0,N,33120,2980.8
P051193354X,Valleys Lily School,MST,Compliance,NAIVASHA,Income Tax - Company,2023,69840,0,N,69840,6285.6
P051332256X,Silzann Enterprises Limited,MST,Compliance,Mombasa North,Income Tax - Company,2016,2400,0,N,2400,216
P051409742J,Minco Intelligent Technology Co Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2018,2400,1,N,2399,215.91
P051360603L,SHEPHERD HARDFIELD GENERAL CONTRACTORS LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2019,2400,0,N,2400,216
P051611568F,Nemuwa Cereal General Stores Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2020,8250,2,N,8248,618.6
P051158730Z,AquasaI Ltd,MST,Compliance,Kisumu,Income Tax - Company,2021,9300,1,N,9299,836.91
P051660679P, GREATER LIGHT ACADEMY LIMITED ,MST,Compliance,East of Nairobi,Income Tax - Company,2022,47520,2,N,47518,4276.62
P051370252T,Partners In Children And Family Support,MST,Compliance,NAKURU,Income Tax - Company,2022,5760,1,N,5759,518.31
P051513735B,NUREM COMPANY LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2018,13680,0,N,13680,1231.2
P051151686X,JOSWIN ACADEMY,MST,Compliance,NAKURU,Income Tax - Company,2022,90720,1,N,90719,8164.71
P051173550T,VIRTUALSAT LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2017,2400,0,N,2400,216
P051371303I,Padloper Safaris Limited,MST,Compliance,NAKURU,Income Tax - Company,2019,12240,1,N,12239,1101.51
P051523734B,AWALE ENTERPRISES LIMITED,LMT,Compliance,MTO,Income Tax - Company,2024,3685000,1,N,3684999,331649.91
P051463219U,Lama Farms Limited,MST,Compliance,KITALE,Income Tax - Company,2017,2400,0,N,2400,216
P051110303W,Keiyo Investments Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2016,9645,0,N,9645,868.05
P000606802P,Parklands Baptist Church,MST,Compliance,West of Nairobi,Income Tax - Company,2021,113040,0,N,113040,10173.6
P051141660M,DAVE TRADE INNOVATORS LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2022,6750,1,N,6749,607.41
P051131198U,Task Agencies Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2016,19500,1,N,19499,1754.91
P051165449C,Coromandele Resort Limited,MST,Compliance,DIANI,Income Tax - Company,2022,5040,1,N,5039,453.51
P051316434Z,BECONVA AGENCIES LIMITED,MST,Compliance,Mombasa North,Income Tax - Company,2024,45000,1,N,44999,4049.91
P051802493N,Zan Steel Limited,LMT,Compliance,MTO,Income Tax - Company,2019,13500,20,N,13480,1213.2
P051122086T,Kasarani Maternity And Nursing Home,MST,Compliance,North of Nairobi,Income Tax - Company,2015,2400,1,N,2399,215.91
P051531435T,Fanaka Junior School Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2019,23760,1,N,23759,2138.31
P051408295R,Berlet Investment Limited,MST,Compliance,Mombasa North,Income Tax - Company,2015,8101,1,N,8100,729
P051554126A,Royal Boulevard Resorts Company Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2021,15000,1.5,N,14998.5,1349.865
P051362728Z,Kenedco Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2024,5000,0,N,5000,450
P051139834E,KENBRIGHT INSURANCE BROKERS LIMITED,LMT,Compliance,LTO,Income Tax - Company,2015,3845,0,N,3845,346.05
P051574257M,UNIGAS KENYA LIMITED,MST,Compliance,Mombasa North,Income Tax - Company,2016,157380,0,N,157380,14164.2
P051195018R,MC BUILDER LTD,LMT,Compliance,MTO,Income Tax - Company,2023,16950,1,N,16949,1525.41
P051412164W,BLACK BEAR CONSTRUCTION (K) LIMITED,MST,Compliance,KERUGOYA,Income Tax - Company,2024,103500,0,N,103500,9315
P051210552Z,HUSSEIN GLASSMART LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2016,2400,1,N,2399,215.91
P051220210X,Buzeki Dairy Limited,MST,Compliance,Mombasa North,Income Tax - Company,2019,49200,1,N,49199,4427.91
P051463314Q,Ecotricity Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2021,17925,0,N,17925,1613.25
P051643070E,BELLE AFRIQUE LMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2017,6480,0,N,6480,583.2
P051169825G,Royal Scorpex Agencies Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2020,6480,0,N,6480,486
P051192095B,Garissa Stpeters Primary School,MST,Compliance,GARISSA,Income Tax - Company,2019,73440,1,N,73439,6609.51
P051158409Z,Bende Contractors Company Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2017,19455,2,N,19453,1750.77
P051588621N,Abundant Fresh Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2020,2400,0,N,2400,180
P051178368N,ABOOS CATERING,MST,Compliance,Mombasa North,Income Tax - Partnership,2017,3150,1,N,3149,283.41
P051187026X,EMERSON KENYA LIMITED,MST,Compliance,Mombasa North,Income Tax - Company,2024,5000,0,N,5000,450
P000601848O,Ole Norman Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2016,2400,0,N,2400,216
P051458043G,MARS CARS LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2017,11520,1,N,11519,1036.71
P051548665X,Libertine Cuisine Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2020,10080,1,N,10079,755.925
P051136569I,Chardust Limited,MST,Compliance,KAJIADO,Income Tax - Company,2019,8205,1,N,8204,738.36
P051192095B,Garissa Stpeters Primary School,MST,Compliance,GARISSA,Income Tax - Company,2017,36720,1,N,36719,3304.71
P051696721N,Strong Tower Church,MST,Compliance,Thika,Income Tax - Company,2022,7920,0,N,7920,712.8
P051472922Y,Madline Concepts Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2018,5250,0,N,5250,472.5
P051715303Z,BUILD INDUSTRY SUPPLY LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2022,3000,1,N,2999,269.91
P051334173B,Mostope Investment,MST,Compliance,NAKURU,Income Tax - Partnership,2022,2400,1,N,2399,215.91
P051629192X,Blessed Inversora Self Help Group,MST,Compliance,West of Nairobi,Income Tax - Company,2017,3600,0,N,3600,324
P051402541Q,Interferry County Links Limited,MST,Compliance,Nyeri,Income Tax - Company,2015,10658,1,N,10657,959.13
P051602089J,DENIAN ENTERPRISES LIMITED,LMT,Compliance,MTO,Income Tax - Company,2018,4350,4,N,4346,391.14
P051387167Q,County Supply Solutions And Services Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2021,3000,10,N,2990,269.1
P051530591F,AFRICAN LIASON GROUP CO. LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2016,38250,0,N,38250,3442.5
P051173628U,THE BARN LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2017,5850,0.01,N,5849.99,526.4991
P051545653N,Back To Jerusalem Self Help Group,MST,Compliance,NANYUKI,Income Tax - Company,2018,2400,1,N,2399,215.91
P051120548M,Shushi Hardware,MST,Compliance,KITALE,Income Tax - Company,2021,9750,1,N,9749,877.41
P051464442A,TUTHIE AFRIKA LIMITED,MST,Compliance,NAKURU,Income Tax - Company,2022,8160,1,N,8159,734.31
P051427263J,BUSIA SUGAR INDUSTRY LIMITED,LMT,Compliance,LTO,Income Tax - Company,2018,47400,0,N,47400,4266
P051381365Z,Lg Electronics Services Kenya Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2017,2400,0.02,N,2399.98,215.9982
P051416991R,PRISM TOWERS LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2017,15000,0,N,15000,1350
P051553224X,Flower City Kenya Limited,MST,Compliance,Thika,Income Tax - Company,2016,17880,0,N,17880,1609.2
P051555123B,Modern Mail Limited,MST,Compliance,Mombasa North,Income Tax - Company,2022,86880,2,N,86878,7819.02
P051703169K,LAKELAND VENTURES,MST,Compliance,Kisumu,Income Tax - Partnership,2021,20160,2,N,20158,1814.22
P051566764V,Amrit Crankshaft Grinder Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2023,2400,1,N,2399,215.91
P051507283P,The Voice Community Welfare Association,MST,Compliance,North of Nairobi,Income Tax - Company,2017,4320,0,N,4320,388.8
P051099103X,Franciscan Missionaries Of Mary,MST,Compliance,West of Nairobi,Income Tax - Company,2016,10080,2,N,10078,907.02
P000612781W,Beta Engineering Company Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2017,4800,1,N,4799,431.91
P051112257P,FLIGHT CENTRES SERVICES KENYA LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2021,28080,0,N,28080,2527.2
P051131829M,zilodat enterprises,MST,Compliance,East of Nairobi,Income Tax - Partnership,2016,9360,2,N,9358,842.22
P051320029L,Singe Tours And Travel,MST,Compliance,North of Nairobi,Income Tax - Partnership,2016,10800,0,N,10800,972
P051227466K,Panari Building And Civil Engineering Limited,MST,Compliance,Mombasa South,Income Tax - Company,2017,3300,1,N,3299,296.91
P051121829L,INTERCONSUMER PRODUCTS LIMITED,MST,Compliance,South of Nairobi,Income Tax - Company,2022,55650,1,N,55649,5008.41
P051337817D,JAP MOTORS LIMITED,MST,Compliance,South of Nairobi,Income Tax - Company,2019,4800,0,N,4800,432
P051222921Z,Research & Sponsored Projects Office,LMT,Compliance,LTO,Income Tax - Company,2018,21345,1,N,21344,1920.96
P051098401W,Incarnate Word Sisters,MST,Compliance,East of Nairobi,Income Tax - Company,2018,11085,0,N,11085,997.65
P051456627I,EVEREST INDUSTRIES LIMITED,LMT,Compliance,MTO,Income Tax - Company,2016,5910,1,N,5909,531.81
P051417921D,Netwide Global Communication Systems Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2016,2400,1,N,2399,215.91
P051412476D,ONE TOUCH TRADERS LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2022,4320,0,N,4320,388.8
P051129598S,Soko Sweety Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2018,9150,0.5,N,9149.5,823.455
P051580023R,Mukuyuni Investment Co-operative Society Limited,MST,Compliance,Machakos,Income Tax - Company,2024,7500,0,N,7500,675
P051423240Q,Eden Enviromental Association,MST,Compliance,East of Nairobi,Income Tax - Company,2024,10000,200,N,9800,882
P051366230Y,OIL AND ENERGY SERVICES LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2022,2400,1,N,2399,215.91
P000607728A,St Austins Service Station Ltd,MST,Compliance,South of Nairobi,Income Tax - Company,2017,2400,0,N,2400,216
P051523801T,LimkeN Service Station Limited,MST,Compliance,Eldoret,Income Tax - Company,2018,6000,0,N,6000,540
P051435414U,RONGAI DAIRY COMMERCIALIZATION CO-OPERATIVE SOCIETY LTD,MST,Compliance,NAKURU,Income Tax - Company,2016,2400,0,N,2400,216
P051159719D,TECHCITY LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2018,3600,0,N,3600,324
P051753926K,PERFLO GENERAL LIMITED,MST,Compliance,KERUGOYA,Income Tax - Company,2022,40500,1,N,40499,3644.91
P051514047A,Edi-fragg Investment Limited,MST,Compliance,NAIVASHA,Income Tax - Company,2021,15000,12000,N,3000,270
P051526287T,RECEIVE IT AFRICA LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2023,33810,0,N,33810,3042.9
P051138009T,D.O.O.R. INTERNATIONAL COMPANY,MST,Compliance,South of Nairobi,Income Tax - Company,2017,2400,2,N,2398,215.82
P051146445Y,Diplomatic Duty Free Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2016,8400,1,N,8399,755.91
P051398238N,Argentum Holdings Limited,MST,Compliance,South of Nairobi,Income Tax - Company,2024,5000,1,N,4999,449.91
P051519749V,Bisstarr Kenya Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2017,2400,1,N,2399,215.91
P051550698P,Stemagg Ventures Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2019,10500,1,N,10499,944.91
P051322337S,Euro Packaging Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2021,5250,1,N,5249,472.41
P051095253C,AFRICA GOSPEL CHURCH (KENYA),MST,Compliance,South of Nairobi,Income Tax - Company,2017,20160,1,N,20159,1814.31
P051386036E,SUCCEED ENTERPRISE (K) LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2017,3750,10,N,3740,336.6
P051529341K,Nesbit Ventures Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2015,7845,0,N,7845,706.05
P051609513F,Prime Physiotherapy Intensive Care And Rehabilitation Centre Limited,MST,Compliance,South of Nairobi,Income Tax - Company,2019,23250,1,N,23249,2092.41
P051868891J,Ariel Junior Academy,MST,Compliance,Thika,Income Tax - Company,2021,20160,0,N,20160,1814.4
P051369605H,Twins Crossroads Travellers Savings And Credit Co-operative Society Limited,MST,Compliance,Eldoret,Income Tax - Company,2021,100800,10000,N,90800,8172
P051844754R,Bishop Mark Cares Centre Academy,MST,Compliance,Kisumu,Income Tax - Partnership,2022,10080,0.1,N,10079.9,907.191
P051417964Q,Conerstone Academy,MST,Compliance,North of Nairobi,Income Tax - Company,2023,20160,2,N,20158,1814.22
P051166117Q,Semati Stores Enterprises,MST,Compliance,Mombasa South,Income Tax - Partnership,2016,2400,1,N,2399,215.91
P051446949Q,MZITO PLASTICS LIMITED,MST,Compliance,South of Nairobi,Income Tax - Company,2017,9000,1,N,8999,809.91
P000631244H,Timbercraft (east Africa) Limited,MST,Compliance,NAKURU,Income Tax - Company,2017,7650,0,N,7650,688.5
P051626052I,Deslin Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2017,7200,1,N,7199,647.91
P051457130A,Velox Logistics Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2017,3600,1,N,3599,323.91
P051539156S,DIVAS LIMITED,MST,Compliance,West of Nairobi,Income Tax - Company,2016,4800,1,N,4799,431.91
P051614343B,Altiplano Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2024,11025,0,N,11025,992.25
P051972067Q,Kobis Logistics Ltd,MST,Compliance,East of Nairobi,Income Tax - Company,2021,42000,1,N,41999,3779.91
P051122388Y,Yess Holdings Limited,MST,Compliance,Kisumu,Income Tax - Company,2020,12000,1,N,11999,899.925
P051209166J,KAHAWA SUKARI HARDWARE,MST,Compliance,West of Nairobi,Income Tax - Partnership,2021,939000,1,N,938999,84509.91
P051354917Y,Olbo Toos Academy,MST,Compliance,KERICHO,Income Tax - Partnership,2020,18000,100,N,17900,1342.5
P051387938R,Air Speed Transporters Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2016,2400,100,N,2300,207
P051151757T,RESPIRATORY SOCIETY OF KENYA,MST,Compliance,East of Nairobi,Income Tax - Company,2016,10080,1600,N,8480,763.2
P051671234W,MCRAY SYSTEMS LIMITED,MST,Compliance,South of Nairobi,Income Tax - Company,2018,2400,2,N,2398,215.82
P051448056M,Aberdare Global Agencies Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2016,23760,2600,N,21160,1904.4
P051123895E,Sahara Impex Limited,MST,Compliance,East of Nairobi,Income Tax - Company,2016,10350,0.01,N,10349.99,931.4991
P051608200Y,Groupon Enterprises,MST,Compliance,East of Nairobi,Income Tax - Partnership,2022,2400,10,N,2390,215.1
P051597654X,ADEPT PEARL SOLUTIONS LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2018,7350,0,N,7350,661.5
P051463314Q,Ecotricity Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2019,17919,1000,N,16919,1522.71
P051149709D,The Registered Trustees Of Opera Dell Amore Centre,MST,Compliance,East of Nairobi,Income Tax - Company,2023,7200,0,N,7200,648
P051179365M,HILLTEN COMPANY LIMITED,MST,Compliance,Eldoret,Income Tax - Company,2017,31380,1,N,31379,2824.11
P051206924Z,Chasah Logistics Limited,MST,Compliance,Mombasa South,Income Tax - Company,2017,2400,1,N,2399,215.91
P051310469Y,JOIN VEN INVESTMENTS LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2020,7350,0,N,7350,551.25
P051098797Z,Naro Moru Disbled Children's Home,MST,Compliance,NANYUKI,Income Tax - Company,2016,11520,1,N,11519,1036.71
P051168711U,Hy-tech Bins Nairobi,MST,Compliance,West of Nairobi,Income Tax - Partnership,2021,1073,1000,N,73,6.57
P051378615F,Getto Driving School Limited,MST,Compliance,Machakos,Income Tax - Company,2017,10080,0,N,10080,907.2
P051453174E,San Systems Technologies Limited,MST,Compliance,South of Nairobi,Income Tax - Company,2016,7590,0.5,N,7589.5,683.055
P051211767W,OLESHAVANI HOLDINGS LIMITED,MST,Compliance,East of Nairobi,Income Tax - Company,2018,4800,1,N,4799,431.91
P051577751T,Moka Holdings Limited,MST,Compliance,North of Nairobi,Income Tax - Company,2018,15150,1,N,15149,1363.41
P051927786H,Rayaan Suites Limited,MST,Compliance,Mombasa North,Income Tax - Company,2021,22500,0,N,22500,2025
P000635292E,International Fellowship (interfelk),MST,Compliance,Kisumu,Income Tax - Company,2020,10080,1,N,10079,755.925
P051361196C,NIPPO CORPORATION,MST,Compliance,West of Nairobi,Income Tax - Company,2016,59385,0,N,59385,5344.65
P051094403Z,MASENO SOUTH A C K,MST,Compliance,Kisumu,Income Tax - Company,2022,36720,1,N,36719,3304.71
P051501601I,Kawama Savings And Credit Co-operative Society Limited,MST,Compliance,Machakos,Income Tax - Company,2016,10080,0,N,10080,907.2
P000598370J,Mana Supplies Limited,MST,Compliance,West of Nairobi,Income Tax - Company,2021,15600,0,N,15600,1404
P051337868T,DYNAMIC WORKS & ENGINEERING LIMITED,MST,Compliance,North of Nairobi,Income Tax - Company,2022,3765,1,N,3764,338.76
P051144662X,MILLENIUM DEALERS LIMITED,MST,Compliance,NANYUKI,Income Tax - Company,2016,11970,1116,N,10854,976.86
P051366573O,SEACROSS FREIGHTERS (E.A) LIMITED,MST,Compliance,Mombasa North,Income Tax - Company,2017,2400,0.05,N,2399.95,215.9955
